checking_sttus,durtion_new,credit_history,purpose,credit_mount,credit_mount_new,svings_sttus,employment,instllment_commitment,personl_sttus,other_prties,residence_since,property_mgnitude,ge,other_pyment_plns,housing,existing_credits,job,own_telephone,foreign_worker,clss
14,24,34,43,1851,1,61,74,4,94,103,2,123,33,143,152,2,173,192,201,1
11,18,34,43,1880,1,61,74,4,94,101,1,122,32,143,152,2,174,192,201,1
14,36,33,49,7980,3,65,72,4,93,101,4,123,27,143,151,2,173,192,201,2
11,30,30,42,4583,2,61,73,2,91,103,2,121,32,143,152,2,173,191,201,1
14,12,32,40,1386,1,63,73,2,92,101,2,122,26,143,152,1,173,191,201,2
13,24,32,40,947,1,61,74,4,93,101,3,124,38,141,153,1,173,191,201,2
11,12,32,46,684,1,61,73,4,93,101,4,123,40,143,151,1,172,191,201,2
11,48,32,46,7476,3,61,74,4,93,101,1,124,50,143,153,1,174,192,201,1
12,12,32,42,1922,1,61,73,4,93,101,2,122,37,143,152,1,172,191,201,2
11,24,32,40,2303,1,61,75,4,93,102,1,121,45,143,152,1,173,191,201,2
12,36,33,40,8086,3,62,75,2,93,101,4,123,42,143,152,4,174,192,201,2
14,24,34,41,2346,1,61,74,4,93,101,3,123,35,143,152,2,173,192,201,1
11,14,32,40,3973,2,61,71,1,93,101,4,124,22,143,153,1,173,191,201,1
12,12,32,40,888,1,61,75,4,93,101,4,123,41,141,152,1,172,191,201,2
14,48,32,43,10222,3,65,74,4,93,101,3,123,37,142,152,1,173,192,201,1
12,30,30,49,4221,2,61,73,2,92,101,1,123,28,143,152,2,173,191,201,1
12,18,34,42,6361,2,61,75,2,93,101,1,124,41,143,152,1,173,192,201,1
13,12,32,43,1297,1,61,73,3,94,101,4,121,23,143,151,1,173,191,201,1
11,12,32,40,900,1,65,73,4,94,101,2,123,23,143,152,1,173,191,201,2
14,21,32,42,2241,1,61,75,4,93,101,2,121,50,143,152,2,173,191,201,1
12,6,33,42,1050,1,61,71,4,93,101,1,122,35,142,152,2,174,192,201,1
13,6,34,46,1047,1,61,73,2,92,101,4,122,50,143,152,1,172,191,201,1
14,24,34,410,6314,2,61,71,4,93,102,2,124,27,141,152,2,174,192,201,1
12,30,31,42,3496,1,64,73,4,93,101,2,123,34,142,152,1,173,192,201,1
14,48,31,49,3609,1,61,73,1,92,101,1,121,27,142,152,1,173,191,201,1
11,12,34,40,4843,2,61,75,3,93,102,4,122,43,143,151,2,173,192,201,2
13,30,34,43,3017,1,61,75,4,93,101,4,122,47,143,152,1,173,191,201,1
14,24,34,49,4139,2,62,73,3,93,101,3,122,27,143,152,2,172,192,201,1
14,36,32,49,5742,2,62,74,2,93,101,2,123,31,143,152,2,173,192,201,1
14,56.9,32,40,10366,3,61,75,2,93,101,4,122,42,143,152,1,174,192,201,1
14,6,34,40,2080,1,63,73,1,94,101,2,123,24,143,152,1,173,191,201,1
14,21,33,49,2580,1,63,72,4,93,101,2,121,41,141,152,1,172,191,201,2
14,30,34,43,4530,2,61,74,4,92,101,4,123,26,143,151,1,174,192,201,1
14,24,34,42,5150,2,61,75,4,93,101,4,123,33,143,152,1,173,192,201,1
12,56.9,32,43,5595,2,62,73,2,94,101,2,123,24,143,152,1,173,191,201,2
11,24,32,43,2384,1,61,75,4,93,101,4,121,64,141,151,1,172,191,201,1
14,18,32,43,1453,1,61,72,3,92,101,1,121,26,143,152,1,173,191,201,1
14,6,32,46,1538,1,61,72,1,92,101,2,124,56,143,152,1,173,191,201,1
14,12,32,43,2279,1,65,73,4,93,101,4,124,37,143,153,1,173,192,201,1
14,15,33,43,1478,1,61,73,4,94,101,3,121,33,141,152,2,173,191,201,1
14,24,34,43,5103,2,61,72,3,94,101,3,124,47,143,153,3,173,192,201,1
12,36,33,49,9857,3,62,74,1,93,101,3,122,31,143,152,2,172,192,201,1
14,56.9,32,40,6527,2,65,73,4,93,101,4,124,34,143,153,1,173,192,201,1
13,10,34,43,1347,1,65,74,4,93,101,2,122,27,143,152,2,173,192,201,1
12,36,33,40,2862,1,62,75,4,93,101,3,124,30,143,153,1,173,191,201,1
14,9,32,43,2753,1,62,75,3,93,102,4,123,35,143,152,1,173,192,201,1
11,12,32,40,3651,1,64,73,1,93,101,3,122,31,143,152,1,173,191,201,1
11,15,34,42,975,1,61,73,2,91,101,3,122,25,143,152,2,173,191,201,1
12,15,32,45,2631,1,62,73,3,92,101,2,121,25,143,152,1,172,191,201,1
12,24,32,43,2896,1,62,72,2,93,101,1,123,29,143,152,1,173,191,201,1
11,6,34,40,4716,2,65,72,1,93,101,3,121,44,143,152,2,172,191,201,1
14,24,32,43,2284,1,61,74,4,93,101,2,123,28,143,152,1,173,192,201,1
14,6,32,41,1236,1,63,73,2,93,101,4,122,50,143,151,1,173,191,201,1
12,12,32,43,1103,1,61,74,4,93,103,3,121,29,143,152,2,173,191,202,1
14,12,34,40,926,1,61,71,1,92,101,2,122,38,143,152,1,171,191,201,1
14,18,34,43,1800,1,61,73,4,93,101,2,123,24,143,152,2,173,191,201,1
13,15,32,46,1905,1,61,75,4,93,101,4,123,40,143,151,1,174,192,201,1
14,12,32,42,1123,1,63,73,4,92,101,4,123,29,143,151,1,172,191,201,2
11,48,34,41,6331,2,61,75,4,93,101,4,124,46,143,153,2,173,192,201,2
13,24,32,43,1377,1,62,75,4,92,101,2,124,47,143,153,1,173,192,201,1
12,30,33,49,2503,1,62,75,4,93,101,2,122,41,142,152,2,173,191,201,1
12,27,32,49,2528,1,61,72,4,92,101,1,122,32,143,152,1,173,192,201,1
14,15,32,40,5324,2,63,75,1,92,101,4,124,35,143,153,1,173,191,201,1
12,48,32,40,6560,2,62,74,3,93,101,2,122,24,143,152,1,173,191,201,2
12,12,30,42,2969,1,61,72,4,92,101,3,122,25,143,151,2,173,191,201,2
12,9,32,43,1206,1,61,75,4,92,101,4,121,25,143,152,1,173,191,201,1
12,9,32,43,2118,1,61,73,2,93,101,2,121,37,143,152,1,172,191,201,1
14,18,34,43,629,1,63,75,4,93,101,3,122,32,141,152,2,174,192,201,1
11,6,31,46,1198,1,61,75,4,92,101,4,124,35,143,153,1,173,191,201,2
14,21,32,41,2476,1,65,75,4,93,101,4,121,46,143,152,1,174,192,201,1
11,9,34,43,1138,1,61,73,4,93,101,4,121,25,143,152,2,172,191,201,1
12,56.9,32,40,14027,4,61,74,4,93,101,2,124,27,143,152,1,174,192,201,2
14,30,34,41,7596,3,65,75,1,93,101,4,123,63,143,152,2,173,191,201,1
14,30,34,43,3077,1,65,75,3,93,101,2,123,40,143,152,2,173,192,201,1
14,18,32,43,1505,1,61,73,4,93,101,2,124,32,143,153,1,174,192,201,1
13,24,34,43,3148,1,65,73,3,93,101,2,123,31,143,152,2,173,192,201,1
12,20,30,41,6148,2,62,75,3,94,101,4,123,31,141,152,2,173,192,201,1
13,9,30,43,1337,1,61,72,4,93,101,2,123,34,143,152,2,174,192,201,2
12,6,31,46,433,1,64,72,4,92,101,2,122,24,141,151,1,173,191,201,2
11,12,32,40,1228,1,61,73,4,92,101,2,121,24,143,152,1,172,191,201,2
12,9,32,43,790,1,63,73,4,92,101,3,121,66,143,152,1,172,191,201,1
14,27,32,40,2570,1,61,73,3,92,101,3,121,21,143,151,1,173,191,201,2
14,6,34,40,250,1,64,73,2,92,101,2,121,41,141,152,2,172,191,201,1
14,15,34,43,1316,1,63,73,2,94,101,2,122,47,143,152,2,172,191,201,1
11,18,32,43,1882,1,61,73,4,92,101,4,123,25,141,151,2,173,191,201,2
12,48,31,49,6416,2,61,75,4,92,101,3,124,59,143,151,1,173,191,201,2
13,24,34,49,1275,1,64,73,2,91,101,4,121,36,143,152,2,173,192,201,1
12,24,33,43,6403,2,61,72,1,93,101,2,123,33,143,152,1,173,191,201,1
11,24,32,43,1987,1,61,73,2,93,101,4,121,21,143,151,1,172,191,201,2
12,8,32,43,760,1,61,74,4,92,103,2,121,44,143,152,1,172,191,201,1
14,24,32,41,2603,1,64,73,2,92,101,4,123,28,143,151,1,173,192,201,1
14,4,34,40,3380,1,61,74,1,92,101,1,121,37,143,152,1,173,191,201,1
12,36,31,44,3990,2,65,72,3,92,101,2,124,29,141,152,1,171,191,201,1
12,24,32,41,11560,3,61,73,1,92,101,4,123,23,143,151,2,174,191,201,2
11,18,32,40,4380,2,62,73,3,93,101,4,123,35,143,152,1,172,192,201,1
14,6,34,40,6761,3,61,74,1,93,101,3,124,45,143,152,2,174,192,201,1
12,30,30,49,4280,2,62,73,4,92,101,4,123,26,143,151,2,172,191,201,2
11,24,31,40,2325,1,62,74,2,93,101,3,123,32,141,152,1,173,191,201,1
12,10,31,43,1048,1,61,73,4,93,101,4,121,23,142,152,1,172,191,201,1
14,21,32,43,3160,1,65,75,4,93,101,3,122,41,143,152,1,173,192,201,1
11,24,31,42,2483,1,63,73,4,93,101,4,121,22,142,152,1,173,192,201,1
11,39,34,42,14179,4,65,74,4,93,101,4,122,30,143,152,2,174,192,201,1
11,13,34,49,1797,1,61,72,3,93,101,1,122,28,141,152,2,172,191,201,1
11,15,32,40,2511,1,61,71,1,92,101,4,123,23,143,151,1,173,191,201,1
11,12,32,40,1274,1,61,72,3,92,101,1,121,37,143,152,1,172,191,201,2
14,21,32,41,5248,2,65,73,1,93,101,3,123,26,143,152,1,173,191,201,1
14,15,32,41,3029,1,61,74,2,93,101,2,123,33,143,152,1,173,191,201,1
11,6,32,42,428,1,61,75,2,92,101,1,122,49,141,152,1,173,192,201,1
11,18,32,40,976,1,61,72,1,92,101,2,123,23,143,152,1,172,191,201,2
12,12,32,49,841,1,62,74,2,92,101,4,121,23,143,151,1,172,191,201,1
14,30,34,43,5771,2,61,74,4,92,101,2,123,25,143,152,2,173,191,201,1
14,12,33,45,1555,1,64,75,4,93,101,4,124,55,143,153,2,173,191,201,2
11,24,32,40,1285,1,65,74,4,92,101,4,124,32,143,151,1,173,191,201,2
13,6,34,40,1299,1,61,73,1,93,101,1,121,74,143,152,3,171,191,202,1
13,15,34,43,1271,1,65,73,3,93,101,4,124,39,143,153,2,173,192,201,2
14,24,32,40,1393,1,61,73,2,93,103,2,121,31,143,152,1,173,192,201,1
11,12,34,40,691,1,61,75,4,93,101,3,122,35,143,152,2,173,191,201,2
14,15,34,40,5045,2,65,75,1,92,101,4,123,59,143,152,1,173,192,201,1
11,18,34,42,2124,1,61,73,4,92,101,4,121,24,143,151,2,173,191,201,2
11,12,32,43,2214,1,61,73,4,93,101,3,122,24,143,152,1,172,191,201,1
14,21,34,40,12680,4,65,75,4,93,101,4,124,30,143,153,1,174,192,201,2
14,24,34,40,2463,1,62,74,4,94,101,3,122,27,143,152,2,173,192,201,1
12,12,32,43,1155,1,61,75,3,94,103,3,121,40,141,152,2,172,191,201,1
11,30,32,42,3108,1,61,72,2,91,101,4,122,31,143,152,1,172,191,201,2
14,10,32,41,2901,1,65,72,1,92,101,4,121,31,143,151,1,173,191,201,1
12,12,34,42,3617,1,61,75,1,93,101,4,123,28,143,151,3,173,192,201,1
14,12,34,43,1655,1,61,75,2,93,101,4,121,63,143,152,2,172,192,201,1
11,24,32,41,2812,1,65,75,2,92,101,4,121,26,143,151,1,173,191,201,1
11,36,34,46,8065,3,61,73,3,92,101,2,124,25,143,152,2,174,192,201,2
14,21,34,41,3275,1,61,75,1,93,101,4,123,36,143,152,1,174,192,201,1
14,24,34,43,2223,1,62,75,4,93,101,4,122,52,141,152,2,173,191,201,1
13,12,34,40,1480,1,63,71,2,93,101,4,124,66,141,153,3,171,191,201,1
11,24,32,40,1371,1,65,73,4,92,101,4,121,25,143,151,1,173,191,201,2
14,36,34,40,3535,1,61,74,4,93,101,4,123,37,143,152,2,173,192,201,1
11,18,32,43,3509,1,61,74,4,92,103,1,121,25,143,152,1,173,191,201,1
14,36,34,41,5711,2,64,75,4,93,101,2,123,38,143,152,2,174,192,201,1
12,18,32,45,3872,1,61,71,2,92,101,4,123,67,143,152,1,173,192,201,1
12,39,34,43,4933,2,61,74,2,93,103,2,121,25,143,152,2,173,191,201,2
14,24,34,40,1940,1,64,75,4,93,101,4,121,60,143,152,1,173,192,201,1
12,12,30,48,1410,1,61,73,2,93,101,2,121,31,143,152,1,172,192,201,1
12,12,32,40,836,1,62,72,4,92,101,2,122,23,141,152,1,172,191,201,2
12,20,32,41,6468,2,65,71,1,91,101,4,121,60,143,152,1,174,192,201,1
12,18,32,49,1941,1,64,73,4,93,101,2,122,35,143,152,1,172,192,201,1
14,22,32,43,2675,1,63,75,3,93,101,4,123,40,143,152,1,173,191,201,1
14,48,34,41,2751,1,65,75,4,93,101,3,123,38,143,152,2,173,192,201,1
12,48,33,46,6224,2,61,75,4,93,101,4,124,50,143,153,1,173,191,201,2
11,40,34,46,5998,2,61,73,4,93,101,3,124,27,141,152,1,173,192,201,2
12,21,32,49,1188,1,61,75,2,92,101,4,122,39,143,152,1,173,191,201,2
14,24,32,41,6313,2,65,75,3,93,101,4,123,41,143,152,1,174,192,201,1
14,6,34,42,1221,1,65,73,1,94,101,2,122,27,143,152,2,173,191,201,1
13,24,32,42,2892,1,61,75,3,91,101,4,124,51,143,153,1,173,191,201,1
14,24,32,42,3062,1,63,75,4,93,101,3,124,32,143,151,1,173,192,201,1
14,9,32,42,2301,1,62,72,2,92,101,4,122,22,143,151,1,173,191,201,1
11,18,32,41,7511,3,65,75,1,93,101,4,122,51,143,153,1,173,192,201,2
14,12,34,42,1258,1,61,72,2,92,101,4,122,22,143,151,2,172,191,201,1
14,24,33,40,717,1,65,75,4,94,101,4,123,54,143,152,2,173,192,201,1
12,9,32,40,1549,1,65,72,4,93,101,2,121,35,143,152,1,171,191,201,1
14,24,34,46,1597,1,61,75,4,93,101,4,124,54,143,153,2,173,191,201,1
12,18,34,43,1795,1,61,75,3,92,103,4,121,48,141,151,2,172,192,201,1
11,20,34,42,4272,2,61,75,1,92,101,4,122,24,143,152,2,173,191,201,1
14,12,34,43,976,1,65,75,4,93,101,4,123,35,143,152,2,173,191,201,1
12,12,32,40,7472,3,65,71,1,92,101,2,121,24,143,151,1,171,191,201,1
11,36,32,40,9271,3,61,74,2,93,101,1,123,24,143,152,1,173,192,201,2
12,6,32,43,590,1,61,72,3,94,101,3,121,26,143,152,1,172,191,202,1
14,12,34,43,930,1,65,75,4,93,101,4,121,65,143,152,4,173,191,201,1
12,42,31,41,9283,3,61,71,1,93,101,2,124,55,141,153,1,174,192,201,1
12,15,30,40,1778,1,61,72,2,92,101,1,121,26,143,151,2,171,191,201,2
12,8,32,49,907,1,61,72,3,94,101,2,121,26,143,152,1,173,192,201,1
12,6,32,43,484,1,61,74,3,94,103,3,121,28,141,152,1,172,191,201,1
11,36,34,41,9629,3,61,74,4,93,101,4,123,24,143,152,2,173,192,201,2
11,48,32,44,3051,1,61,73,3,93,101,4,123,54,143,152,1,173,191,201,2
11,48,32,40,3931,2,61,74,4,93,101,4,124,46,143,153,1,173,191,201,2
12,36,33,40,7432,3,61,73,2,92,101,2,122,54,143,151,1,173,191,201,1
14,6,32,44,1338,1,63,73,1,91,101,4,121,62,143,152,1,173,191,201,1
14,6,34,43,1554,1,61,74,1,92,101,2,123,24,143,151,2,173,192,201,1
11,36,32,410,15857,4,61,71,2,91,102,3,123,43,143,152,1,174,191,201,1
11,18,32,43,1345,1,61,73,4,94,101,3,121,26,141,152,1,173,191,201,2
14,12,32,40,1101,1,61,73,3,94,101,2,121,27,143,152,2,173,192,201,1
13,12,32,43,3016,1,61,73,3,94,101,1,123,24,143,152,1,173,191,201,1
11,36,32,42,2712,1,61,75,2,93,101,2,122,41,141,152,1,173,191,201,2
11,8,34,40,731,1,61,75,4,93,101,4,121,47,143,152,2,172,191,201,1
14,18,34,42,3780,1,61,72,3,91,101,2,123,35,143,152,2,174,192,201,1
11,21,34,40,1602,1,61,75,4,94,101,3,123,30,143,152,2,173,192,201,1
11,18,34,40,3966,2,61,75,1,92,101,4,121,33,141,151,3,173,192,201,2
14,18,30,49,4165,2,61,73,2,93,101,2,123,36,142,152,2,173,191,201,2
11,36,32,41,8335,3,65,75,3,93,101,4,124,47,143,153,1,173,191,201,2
12,48,33,49,6681,3,65,73,4,93,101,4,124,38,143,153,1,173,192,201,1
14,24,33,49,2375,1,63,73,4,93,101,2,123,44,143,152,2,173,192,201,1
11,18,32,40,1216,1,61,72,4,92,101,3,123,23,143,151,1,173,192,201,2
11,45,30,49,11816,3,61,75,2,93,101,4,123,29,143,151,2,173,191,201,2
12,24,32,43,5084,2,65,75,2,92,101,4,123,42,143,152,1,173,192,201,1
13,15,32,43,2327,1,61,72,2,92,101,3,121,25,143,152,1,172,191,201,2
11,12,30,40,1082,1,61,73,4,93,101,4,123,48,141,152,2,173,191,201,2
14,12,32,43,886,1,65,73,4,92,101,2,123,21,143,152,1,173,191,201,1
14,4,32,42,601,1,61,72,1,92,101,3,121,23,143,151,1,172,191,201,1
11,24,34,41,2957,1,61,75,4,93,101,4,122,63,143,152,2,173,192,201,1
14,24,34,43,2611,1,61,75,4,94,102,3,121,46,143,152,2,173,191,201,1
11,36,32,42,5179,2,61,74,4,93,101,2,122,29,143,152,1,173,191,201,2
14,21,33,41,2993,1,61,73,3,93,101,2,121,28,142,152,2,172,191,201,1
14,18,32,45,1943,1,61,72,4,92,101,4,121,23,143,152,1,173,191,201,2
14,24,31,49,1559,1,61,74,4,93,101,4,123,50,141,152,1,173,192,201,1
14,18,32,42,3422,1,61,75,4,93,101,4,122,47,141,152,3,173,192,201,1
12,21,32,42,3976,2,65,74,2,93,101,3,123,35,143,152,1,173,192,201,1
14,18,32,40,6761,3,65,73,2,93,101,4,123,68,143,151,2,173,191,201,2
14,24,32,40,1249,1,61,72,4,94,101,2,121,28,143,152,1,173,191,201,1
11,9,32,43,1364,1,61,74,3,93,101,4,121,59,143,152,1,173,191,201,1
11,12,32,43,709,1,61,75,4,93,101,4,121,57,142,152,1,172,191,201,2
11,20,34,40,2235,1,61,73,4,94,103,2,122,33,141,151,2,173,191,202,2
14,24,34,41,4042,2,65,74,3,93,101,4,122,43,143,152,2,173,192,201,1
14,15,34,43,1471,1,61,73,4,93,101,4,124,35,143,153,2,173,192,201,1
11,18,31,40,1442,1,61,74,4,93,101,4,124,32,143,153,2,172,191,201,2
14,36,33,40,10875,3,61,75,2,93,101,2,123,45,143,152,2,173,192,201,1
14,24,32,40,1474,1,62,72,4,94,101,3,121,33,143,152,1,173,192,201,1
14,10,32,48,894,1,65,74,4,92,101,3,122,40,143,152,1,173,192,201,1
14,15,34,42,3343,1,61,73,4,93,101,2,124,28,143,153,1,173,192,201,1
11,15,32,40,3959,2,61,73,3,92,101,2,122,29,143,152,1,173,192,201,2
14,9,32,40,3577,1,62,73,1,93,103,2,121,26,143,151,1,173,191,202,1
14,24,34,41,5804,2,64,73,4,93,101,2,121,27,143,152,2,173,191,201,1
14,18,33,49,2169,1,61,73,4,94,101,2,123,28,143,152,1,173,192,201,2
11,24,32,43,2439,1,61,72,4,92,101,4,121,35,143,152,1,173,192,201,2
14,27,34,42,4526,2,64,72,4,93,101,2,121,32,142,152,2,172,192,201,1
14,10,32,42,2210,1,61,73,2,93,101,2,121,25,141,151,1,172,191,201,2
14,15,32,42,2221,1,63,73,2,92,101,4,123,20,143,151,1,173,191,201,1
11,18,32,43,2389,1,61,72,4,92,101,1,123,27,142,152,1,173,191,201,1
14,12,34,42,3331,1,61,75,2,93,101,4,122,42,142,152,1,173,191,201,1
14,36,32,49,7409,3,65,75,3,93,101,2,122,37,143,152,2,173,191,201,1
11,12,32,42,652,1,61,75,4,92,101,4,122,24,143,151,1,173,191,201,1
14,36,33,42,7678,3,63,74,2,92,101,4,123,40,143,152,2,173,192,201,1
13,6,34,40,1343,1,61,75,1,93,101,4,121,46,143,152,2,173,191,202,1
11,24,34,49,1382,1,62,74,4,93,101,1,121,26,143,152,2,173,192,201,1
14,15,32,44,874,1,65,72,4,92,101,1,121,24,143,152,1,173,191,201,1
11,12,32,42,3590,1,61,73,2,93,102,2,122,29,143,152,1,172,191,201,1
12,11,34,40,1322,1,64,73,4,92,101,4,123,40,143,152,2,173,191,201,1
11,18,31,43,1940,1,61,72,3,93,102,4,124,36,141,153,1,174,192,201,1
14,36,32,43,3595,1,61,75,4,93,101,2,123,28,143,152,1,173,191,201,1
11,9,32,40,1422,1,61,72,3,93,101,2,124,27,143,153,1,174,192,201,2
14,30,34,43,6742,3,65,74,2,93,101,3,122,36,143,152,2,173,191,201,1
14,24,32,41,7814,3,61,74,3,93,101,3,123,38,143,152,1,174,192,201,1
14,24,32,41,9277,3,65,73,2,91,101,4,124,48,143,153,1,173,192,201,1
12,30,34,40,2181,1,65,75,4,93,101,4,121,36,143,152,2,173,191,201,1
14,18,34,43,1098,1,61,71,4,92,101,4,123,65,143,152,2,171,191,201,1
12,24,32,42,4057,2,61,74,3,91,101,3,123,43,143,152,1,173,192,201,2
11,12,32,46,795,1,61,72,4,92,101,4,122,53,143,152,1,173,191,201,2
12,24,34,49,2825,1,65,74,4,93,101,3,124,34,143,152,2,173,192,201,1
12,48,32,49,15672,4,61,73,2,93,101,2,123,23,143,152,1,173,192,201,2
14,36,34,40,6614,3,61,75,4,93,101,4,123,34,143,152,2,174,192,201,1
14,28,31,41,7824,3,65,72,3,93,103,4,121,40,141,151,2,173,192,201,1
11,27,34,49,2442,1,61,75,4,93,101,4,123,43,142,152,4,174,192,201,1
14,15,34,43,1829,1,61,75,4,93,101,4,123,46,143,152,2,173,192,201,1
11,12,34,40,2171,1,61,73,4,93,101,4,122,38,141,152,2,172,191,202,1
12,36,34,41,5800,2,61,73,3,93,101,4,123,34,143,152,2,173,192,201,1
14,18,34,43,1169,1,65,73,4,93,101,3,122,29,143,152,2,173,192,201,1
14,36,33,41,8947,3,65,74,3,93,101,2,123,31,142,152,1,174,192,201,1
11,21,32,43,2606,1,61,72,4,92,101,4,122,28,143,151,1,174,192,201,1
14,12,34,42,1592,1,64,74,3,92,101,2,122,35,143,152,1,173,191,202,1
14,15,32,42,2186,1,65,74,1,92,101,4,121,33,141,151,1,172,191,201,1
11,18,32,42,4153,2,61,73,2,93,102,3,123,42,143,152,1,173,191,201,2
11,16,34,40,2625,1,61,75,2,93,103,4,122,43,141,151,1,173,192,201,2
14,20,34,40,3485,1,65,72,2,91,101,4,121,44,143,152,2,173,192,201,1
14,36,34,41,10477,3,65,75,2,93,101,4,124,42,143,153,2,173,191,201,1
14,15,32,43,1386,1,65,73,4,94,101,2,121,40,143,151,1,173,192,201,1
14,24,32,43,1278,1,61,75,4,93,101,1,121,36,143,152,1,174,192,201,1
11,12,32,43,1107,1,61,73,2,93,101,2,121,20,143,151,1,174,192,201,1
11,21,32,40,3763,1,65,74,2,93,102,2,121,24,143,152,1,172,191,202,1
12,36,32,46,3711,1,65,73,2,94,101,2,123,27,143,152,1,173,191,201,1
14,15,33,41,3594,1,61,72,1,92,101,2,122,46,143,152,2,172,191,201,1
12,9,32,40,3195,1,65,73,1,92,101,2,121,33,143,152,1,172,191,201,1
14,36,33,43,4454,2,61,73,4,92,101,4,121,34,143,152,2,173,191,201,1
12,24,34,42,4736,2,61,72,2,92,101,4,123,25,141,152,1,172,191,201,2
12,30,32,43,2991,1,65,75,2,92,101,4,123,25,143,152,1,173,191,201,1
14,11,32,49,2142,1,64,75,1,91,101,2,121,28,143,152,1,173,192,201,1
11,24,31,49,3161,1,61,73,4,93,101,2,122,31,143,151,1,173,192,201,2
12,48,30,410,18424,4,61,73,1,92,101,2,122,32,141,152,1,174,192,202,2
14,10,32,41,2848,1,62,73,1,93,102,2,121,32,143,152,1,173,191,201,1
11,6,32,40,14896,4,61,75,1,93,101,4,124,68,141,152,1,174,192,201,2
11,24,32,42,2359,1,62,71,1,91,101,1,122,33,143,152,1,173,191,201,2
11,24,32,42,3345,1,61,75,4,93,101,2,122,39,143,151,1,174,192,201,2
14,18,34,42,1817,1,61,73,4,92,101,2,124,28,143,152,2,173,191,201,1
14,48,33,43,12749,4,63,74,4,93,101,1,123,37,143,152,1,174,192,201,1
11,9,32,43,1366,1,61,72,3,92,101,4,122,22,143,151,1,173,191,201,2
12,12,32,40,2002,1,61,74,3,93,101,4,122,30,143,151,1,173,192,201,1
11,24,31,42,6872,3,61,72,2,91,101,1,122,55,141,152,1,173,192,201,2
11,12,31,40,697,1,61,72,4,93,101,2,123,46,141,152,2,173,192,201,2
11,18,34,42,1049,1,61,72,4,92,101,4,122,21,143,151,1,173,191,201,1
11,48,32,41,10297,3,61,74,4,93,101,4,124,39,142,153,3,173,192,201,2
14,30,32,43,1867,1,65,75,4,93,101,4,123,58,143,152,1,173,192,201,1
11,12,33,40,1344,1,61,73,4,93,101,2,121,43,143,152,2,172,191,201,1
11,24,32,42,1747,1,61,72,4,93,102,1,122,24,143,152,1,172,191,202,1
12,9,32,43,1670,1,61,72,4,92,101,2,123,22,143,152,1,173,192,201,2
14,9,34,40,1224,1,61,73,3,93,101,1,121,30,143,152,2,173,191,201,1
14,12,34,43,522,1,63,75,4,93,101,4,122,42,143,152,2,173,192,201,1
11,12,32,43,1498,1,61,73,4,92,101,1,123,23,141,152,1,173,191,201,1
12,30,33,43,1919,1,62,72,4,93,101,3,124,30,142,152,2,174,191,201,2
13,9,32,43,745,1,61,73,3,92,101,2,121,28,143,152,1,172,191,201,2
12,6,32,43,2063,1,61,72,4,94,101,3,123,30,143,151,1,174,192,201,1
12,56.9,32,46,6288,2,61,73,4,93,101,4,124,42,143,153,1,173,191,201,2
14,24,34,41,6842,3,65,73,2,93,101,4,122,46,143,152,2,174,192,201,1
14,12,32,40,3527,1,65,72,2,93,101,3,122,45,143,152,1,174,192,201,1
14,10,32,40,1546,1,61,73,3,93,101,2,121,31,143,152,1,172,191,202,1
14,24,32,42,929,1,65,74,4,93,101,2,123,31,142,152,1,173,192,201,1
14,4,34,40,1455,1,61,74,2,93,101,1,121,42,143,152,3,172,191,201,1
11,15,32,42,1845,1,61,72,4,92,103,1,122,46,143,151,1,173,191,201,1
12,48,30,40,8358,3,63,72,1,92,101,1,123,30,143,152,2,173,191,201,1
11,24,31,42,3349,1,63,72,4,93,101,4,124,30,143,153,1,173,192,201,2
14,12,32,40,2859,1,65,71,4,93,101,4,124,38,143,152,1,174,192,201,1
14,18,32,42,1533,1,61,72,4,94,102,1,122,43,143,152,1,172,191,201,2
14,24,32,43,3621,1,62,75,2,93,101,4,123,31,143,152,2,173,191,201,2
12,18,34,49,3590,1,61,71,3,94,101,3,123,40,143,152,3,171,192,201,1
11,36,33,49,2145,1,61,74,2,93,101,1,123,24,143,152,2,173,192,201,2
12,24,32,41,4113,2,63,72,3,92,101,4,123,28,143,151,1,173,191,201,2
14,36,32,42,10974,3,61,71,4,92,101,2,123,26,143,152,2,174,192,201,2
11,12,32,40,1893,1,61,73,4,92,103,4,122,29,143,152,1,173,192,201,1
11,24,34,43,1231,1,64,75,4,92,101,4,122,57,143,151,2,174,192,201,1
13,30,34,43,3656,1,65,75,4,93,101,4,122,49,142,152,2,172,191,201,1
12,9,34,43,1154,1,61,75,2,93,101,4,121,37,143,152,3,172,191,201,1
11,28,32,40,4006,2,61,73,3,93,101,2,123,45,143,152,1,172,191,201,2
12,24,32,42,3069,1,62,75,4,93,101,4,124,30,143,153,1,173,191,201,1
14,6,34,43,1740,1,61,75,2,94,101,2,121,30,143,151,2,173,191,201,1
12,21,33,40,2353,1,61,73,1,91,101,4,122,47,143,152,2,173,191,201,1
14,15,32,40,3556,1,65,73,3,93,101,2,124,29,143,152,1,173,191,201,1
14,24,32,43,2397,1,63,75,3,93,101,2,123,35,141,152,2,173,192,201,2
12,6,32,45,454,1,61,72,3,94,101,1,122,22,143,152,1,172,191,201,1
12,30,32,43,1715,1,65,73,4,92,101,1,123,26,143,152,1,173,191,201,1
